English,Japanese
PLACE,"〈C〉『場所』,『位置』;(物の占める)空間 / 〈C〉『地域』,地方,土地 / 〈C〉(特定の目的のための)『場所』,建物 / 〈C〉《話》住居,家 / 〈C〉(体や物などの表面の)箇所,局部 / 〈C〉(書物中の)読んでいる家所 / 〈C〉席,座席 / 〈C〉『地位』,立場,境遇 / 〈C〉『職』,勤め口;(職場・学校などの)席,定員 / 〈C〉任務,役目 / 〈C〉(説明などの)順序,段階 / 〈C〉《米》(競馬などで)第2着 / 《多く固有名詞に用いて,P-》通り,広小路;広場 / 〈C〉(数字の)けた,位(くらい) / 《場所を表す副詞[句]を伴って》…を『置く』,配置する,据える / (職,地位に)〈人〉をつかせる,任ずる,〈人〉に(…の)職を見つけてやる《+『名』+『in』(『as, with』)+『名』》 / (人・物に)〈信頼・希望など〉を置く,かける《+『名』+『on』(『in』)+『名』》 / (店などに)(…の)〈注文〉を出す《+『名』〈注文〉+『for』+『名』〈品物〉+『with』+『名』〈店〉》 / (…だと)…を見きわめる,思い出す《+『名』+『as』+『名』》 / 《順位を示す副詞を伴って》(競争などで)…位(着)になる"
PLAID,〈U〉格子じま;格子じまの織物 / 〈C〉(スコットランド高地人の用いる)格子じまの肩掛け / 格子じまの
PLAIN,"『はっきり見える』(『聞こえる』) / 『はっきり理解できる』,明白な / 全くの(sheer) / 混ぜ物のない,生(き)のままの;飾りのない;無地の / ありのままの / 『質素な』,飾り(模様)のない / (食べ物が)淡白な / 平凡な,並みの,普通の;素朴な / 『平原』,平野;《the Great Plains》(北米の)大平原地帯 / (編みもので)平編みの,基本編みで作った / 平編み,基本編み"
PLAIT,"(また『plat,』《おもに米》『braid』)(髪・麦わらなどの)編んだもの / =pleat / (また『plat,』《おもに米》『braid』)〈髪〉を編む;〈敷き物など〉を編んで作る / =pleat"
PLANE,"『平面』,水平面 / 『水準』,程度 / 《話》『飛行機』 / (面が)平らな,平たんな / 平面の,平面図形の;平面上にある / 〈飛行機〉滑走する / かんな / …にかんなをかける;…を平らにする / かんなをかける / =plane tree"
PLANK,"『厚板』 / 政党綱領項目(箇条) / (船から桟橋にかける)歩み板,タラップ / 〈床など〉を厚板で張る / 《米》〈肉・魚など〉を板にのせてあぶり焼きにして食卓に出す"
PLANT,"(動物に対して)『植物』,草木・(樹木に対して)『草』,草本(そうほん)( 木部があまり発達せず地上部が一年で枯れる植物)・苗,苗木・生産設備,工場,プラント設備,装置・《俗》(人をおとしいれる)わな,おとり / 〈苗など〉を『植える』,〈種〉をまく・(植物を) に植える《+『名』+『with』+『名』》 / (…に)〈思想など〉を植えつける《+『名』+『in』+『名』》・《場所の副詞[句]を伴って》(ある場所)…をしっかりと置く(すえる,立てる) / ・〈工場・生産設備など〉を建設する・《俗》〈スパイ〉を送りこむ,〈わな〉を仕掛ける・(嫌疑がかかるように)こっそり置く"
PLASH,〈C〉水が跳ねる音
PLATE,"〈C〉(通例各人用の丸い)『平皿』 / 〈C〉(料理の)『1皿』[『分』]《+『of』+『名』》 / 〈C〉料理の1人前 / 〈C〉(教会などの)献金皿 / 〈U〉《集合的に》(スプーン・皿など)金(銀)製の食器類 / 〈C〉(金属・ガラス・プラスチックなどの)平板,板金 / 〈C〉(金属・木などの)標札,ナンバープレート / 〈C〉金属(石,木)版画;(本文と別刷りの)図版 / 〈C〉(印刷方法の)電気版,ステロ版 / 〈C〉(写真の)感光板 / 〈C〉《the~》(野球の)本塁(home plate) / (…を)…にめっきする《+『名』+『with』+『名』》 / (保護のために)…を板金で覆う / (印刷で)…を電気版(ステロ版)にする"
PLATY,プラティ(メキシコ産の淡水魚)
PLAZA,(都市の)大広場
PLEAD,"嘆願する,懇願する / (訴訟で)(…を)弁護する《+『for』+『名』》;(…に)抗弁する,申し開きをする《+『against』+『名』》 / …を言い訳(理由)として述べる / (訴訟)…を弁護する,弁論する"
PLEAT,"(布などに付けた)ひだ,プリーツ / …にひだをつける"
PLENA,plenumの複数形
PLONK,=plunk / 《英・オーストラリア》《話》安ぶどう酒
PLUCK,"〈花・果物など〉を『摘む』,もぐ(pick) / (…から)〈羽毛など〉を『むしる』,引き抜く《+『名』+『from』(『off』)+『名』》 / …を羽毛を引き抜く / (指・つめなどで)〈楽器の弦〉をはじく,かき鳴らす / (…を)ぐいと引く,引っ張る《+『at』+『名』》 / 〈C〉ぐいと引くこと / 〈U〉(特に危険や困難に際して見せる)勇気,胆力 / 〈U〉《the~》(動物の)臓物"
PLUMB,"(測量・釣りなどの)おもり,鉛錘,(水深を測る)測鉛 / 垂直の(vertical) / 《話》すっかり / 垂直に(vertically) / 《話》全く / (下げ振り糸で)…を垂直かどうか調べる;…を垂直に調整する《+『up』+『名,』+『名』+『up』》 / 〈…の垂直・深さ〉をおもり(測鉛)で測る;《比喩(ひゆ)的に》…を測り知る / …を垂直にする"
PLUME,"《複数形で》(特に大きくて目立つ装飾用の)『羽毛』,羽毛飾り,(帽子などの)前立(まえだて) / 大きな羽毛に似た形の物;水柱,煙など《+『of』+『名』》 / …を羽毛で飾る / (くちばしで)〈羽毛〉を整える"
PLUMP,"『ふっくらした』,丸々と太った,丸ぽちゃの / …を太らせる,ふくらませる《+『up』(『out』)+『名』,+『名』+『up』(『out』)》 / 太る,ふくらむ《+『up』(『out』)》 / (…の上に)どしんと落ちる,どさっと倒れる《+『down on』(『upon, into』)+『名』》 / (…の上に)…をどしんと落とす,どさっと投げる《+『down』+『名』+『into』(『on, upon』)+『名』》 / 《話》どしんと落ちる(落とす)こと / ドシンという音 / どしんと;不意に / 率直な,ぶっきらぼうな"
PLUNK,"〈弦楽器〉の弦をかき鳴らす,をはじく / 《話》…をどすんと投げ出す,ぽんと置く《+『down』+『名』》 / 《話》(…の上に)どすんと落ちる《+『down on』(『into』)+『名』》 / 〈弦楽器が〉ポロンと鳴る / (弦楽器を)ポロンと鳴らすこと;ポロンと鳴る音 / 《米話》ごつんとなぐること / ポロンと;どすんと"
PLUSH,"フラシ天(ビロードの一種で厚いけばがある) / 豪華な,ぜいたくな"
POACH,"(卵・魚など)を熱湯に落として煮る / (…を)密猟(密漁)する《+『for』+『名』》 / (狩猟や釣りのために)…に侵入する《+『on』(『upon』)+『名』》 / …を密猟(密漁)する,盗み取る / (狩猟や釣りなどのために)…に侵入する"
PODGY,=pudgy
POESY,=poetry
POILU,(第一次大戦中の)フランス兵
POINT,"〈C〉(針・鉛筆・剣などの)『とがった先』,(…の)先端《+『of』+『名』》 / 〈C〉岬(みさき) / 〈C〉(小数点・句読点などの)点 / 〈C〉(図形上の)点 / 〈C〉(ある特定の)『地点』(spot),場所(place) / 〈C〉(計器の目盛りなどの)『点』,『度』 / 〈C〉時点,瞬間 / 〈C〉《単数形で》(物語・議論などの)『要点』,核心《+『of』(『in』)+『名』》 / 〈U〉(…の)『目的』,『意義』,ねらっている点《+『of』(『in』)+『名』(do『ing』)》 / 〈C〉(全体の中の)個々の項目,細目(item),細部(detail) / 〈C〉特徴(characteristic),特質(trait) / 〈C〉(競技・学校の成績などの)得点 / 〈C〉ポイント(活字の大きさの単位;約1/72インチの大きさ) / (…に)〈銃・指など〉を『向ける』《+『名』+『at』(『to, toward』)+『名』》 / …に『指し示す』《point+名+to+名》…に…をさし示す / …の先をとがらせる,に先を付ける / …に点を打つ;…に小数点を付ける;…に句読点を付ける / 〈猟犬が〉〈獲物〉を指し示す / (…を)(指などで)『示す』,指し示す《+『at』(『to, toward』)+『名』(do『ing』)》 / 〈猟犬が〉獲物の位置を示す"
POISE,"…をつりあいをとって置く,…の平衡を保つ / 《まれ》(すぐに使えるように)…を構える / つりあい(平衡)を保っている / つりあい,平衡 / 平静,落ち着き"
POKER,火かき棒 / 突く人(物) / ポーカー(カードゲームの一つ)
POKEY,監獄・刑務所
POLAR,『極地の』;南(北)極の / 正反対の
POLIO,"小児麻痺(まひ),ポリオ[poliomyelitisの短縮形]"
POLKA,ポルカ(ボヘミアに起こったダンス;その曲)
POLYP,"ポリプ(ヒドラ,イソギンチャクなどの生物)・ポリープ(鼻などの粘膜にできるおでき)"
POOCH,犬
POPPA,"おとうちゃん,パパ(papa)"
POPPY,〈C〉ケシ(このエキスはアヘン等の原料) / 〈C〉ケシの花(花は赤・黄・白色など) / 〈U〉ケシ色(黄赤色)
POPSY,"(人の)ガールフレンド,女"
POPUP,(野球の)ポップフライ
PORCH,"ポーチ(母屋(おもや)から張り出した玄関,車寄せ,入り口部分) / 《米》ベランダ"
PORGY,"(地中海・大西洋沿岸産の)タイ,タイの類"
PORKY,"(人が)丸々とふとった,豚のような"
PORNO,=pornography
POSER,"難題,難問 / (絵・写真の)モデル / =poseur"
POSIT,"(論争のために)仮定する,(事実として)断定する"
POSSE,(米国:保安官(sheriff)が犯人逮捕などのために召集する)武装隊・民兵隊・ 武装隊・捜索隊・《話》(通例共通の目的を持った)群衆・〔話〕 (大)集団・〔米〕 (麻薬犯罪などに関わる)ジャマイカ人暴力団
POTTY,"《おもに英話》(人が)ばかな,多少狂っている;(考えなどが)道理に合わない / 《名詞の前にのみ用いて》《英》価値のない,取るに足りない / 《補語にのみ用いて》《英話》(…に)熱狂的な,のぼせている《『+about+名』》 / 幼児用便器,おまる"
POUCH,(革製の)小袋(たばこ入れ・さいふなど);郵便袋;(兵隊の)弾薬袋 / (カンガルーなどの)腹袋 / (動物の)ほお袋 / (目の下の)たるみ
POULT,(七面鳥・鶏などの)ひな
POUND,"『ポンド』(一般に商業で用いられる重量の単位;16オンス;約453.6グラム;《略》『1b.』) / ポンド(英国・アイルランドなどの貨幣の単位(pound sterling)およびその紙幣;もと20シリング(=240ペンス);1971年2月以後は100ペンス;《略》￡) / トロイポンド(金・銀の重量単位;373.2グラム) / (…で)…を『強く打つ』,連打する《+名+with+名》 / (…になるまで)…を打ち砕く,たたきつぶす《『+名+into(to)+名』》 / (…を)『強く打つ』,連打する《『+at(on, against)+名』》 / 〈心臓などが〉激しく鼓動する / 《副詞[句]を伴って》ドスンドスンと歩く / (動物,特に捨て犬・猫の)囲い檻(おり),収容所"
POWER,"〈U〉(名身が生れつき備えている,また物事を遂行できる)『能力』,『力』 / 〈U〉(…に対する)権力,支配権《+『over』+『名』》 / 〈C〉(法・官職などによる)権限 / 《複数形で》(生まれながらの)体力,知力,才能 / 〈C〉権力者,実力者;影響力のある集団;強国・大国〈U〉軍事力;国力 / 〈U〉強さ,力 / 〈C〉《通例複数形で》神;悪魔 / 〈U〉動力;工率,仕事率 / 〈U〉(電気などの)エネルギー,力 / 〈C〉(数学で)累乗 / 〈U〉(レンズの)倍率 / 〈U〉《a~》《話》(…の)多数,多量 / 〈機械〉に動力を供給する"
PRANK,"(悪意のない)悪ふざけ,戯れ"
PRATE,"《『prate』 『about』+『名』》(…を)ぺちゃくちゃしゃべる,くどくどと話をする"
PRAWN,"《おもに英》テナガエビ,クルマエビ / エビを捕まえる"
PREEN,〈鳥が〉〈羽〉をくちばしで整える / 〈自分〉の身づくろいをする
PRESS,"(力・重量をかけて)…を『押す,圧する』 / (…から)〈果汁・油など〉をしぼり出す《+『名』+『from』(『out of』)+『名』》 / 〈服など〉にアイロンをかける(iron) / (親愛・共感の表現として)…を抱き締める,握り締める / (人をかきわけて)〈道〉を押し進む / 《しばしば受動態で》…を圧迫する,苦しめる(harass) / (人に)〈物事〉を無理に押しつける,強要する《+『名』+『on』(『upon』)+『名』〈人〉》 / (物事を)〈人〉に無理に押しつける,迫る,強要する / (…を)『押す,圧する』《+『on』(『upon, against』)+『名』》 / 《副詞[句]を伴って》〈衣服が〉アイロンがかかる / 押し進む,突き進む;〈群衆などが〉押し寄せる,殺到する / 〈時間が〉切迫している;《話》〈物事が〉急を要する / (…を)しつこくせがむ,せきたてる《+『for』+『名』》 / 《a~》『押すこと』,『圧迫』;握り締めること / 〈C〉圧搾(縮),締め具,(果汁の)しぼり機 / 〈C〉《通例P-》印刷所,発行所 / 〈U〉印刷 / 《the~》(新聞・雑誌・ラジオ・テレビなどの)報道機関,言論界;《集合的に》報道陣,新聞(雑誌)記者 / 〈C〉《単数形で》(新聞での)論評,取り上げ方 / 〈U〉(押し合う)雑踏,人だかり,群衆 / 〈U〉(事態・仕事などの)切迫していること,火急,急迫 / 〈C〉《話》アイロンをかけること / 〈他〉強制徴兵する"
PRICE,"〈C〉(売買の)『値段』,『価格』 / 〈U〉《しばしばa~》(何かを手に入れるための金銭以外の)『代償』,代価 / 〈C〉(犯人逮捕などの)賞金,ほうび / 〈C〉(競馬などの)賭(か)け率 / 《しばしば受動態で》〈商品〉に(…の)値段をつける《+『名』〈商品〉+『at』+『名』〈金額〉》 / 《話》…の値段を確かめる"
PRICK,"(…で)…を『ちくりと刺す』,突く《+『名』+『with』+『名』》 / 〈人,人の心身〉を『ちくちく痛ませる』,ちくちく苦しめる / 『ちくりと刺すこと』 / 刺してできた傷,突き傷;刺し穴 / 刺すような痛み;(心の)うずき,痛み《+『of』+『名』》 / とげ,針"
